Frame_ID,Time_s,Arduino_State,Camera_Frame,Raw_Ticks_Signed,Zeroed_Dist_cm,Smoothed_Vel_cm_s
1,0.000000,0,35,1,0.0000,0.0000
2,0.000900,0,36,1,0.0000,0.0000
3,0.001800,0,36,1,0.0000,0.0000
4,0.002700,0,36,1,0.0000,0.0000
5,0.003600,0,36,1,0.0000,0.0000
6,0.004500,0,36,1,0.0000,0.0000
7,0.005400,0,36,1,0.0000,0.0000
8,0.006300,0,36,1,0.0000,0.0000
9,0.007200,0,36,1,0.0000,0.0000
10,0.008100,0,36,1,0.0000,0.0000
11,0.009000,0,36,1,0.0000,0.0000
12,0.009900,0,36,1,0.0000,0.0000
13,0.010800,0,36,1,0.0000,0.0000
14,0.011700,0,36,1,0.0000,0.0000
15,0.012600,0,36,1,0.0000,0.0000
16,0.013500,0,36,1,0.0000,0.0000
17,0.014400,0,36,1,0.0000,0.0000
18,0.015300,0,38,1,0.0000,0.0000
19,0.016200,0,38,1,0.0000,0.0000
20,0.017100,0,38,1,0.0000,0.0000
21,0.018000,0,38,1,0.0000,0.0000
22,0.018900,0,38,1,0.0000,0.0000
23,0.019800,0,38,1,0.0000,0.0000
24,0.020700,0,38,1,0.0000,0.0000
25,0.021600,0,38,1,0.0000,0.0000
26,0.022500,0,38,1,0.0000,0.0000
27,0.023400,0,38,1,0.0000,0.0000
28,0.024300,0,38,1,0.0000,0.0000
29,0.025200,0,38,1,0.0000,0.0000
30,0.026100,0,38,1,0.0000,0.0000
31,0.027000,0,38,1,0.0000,0.0000
32,0.027900,0,38,1,0.0000,0.0000
33,0.028800,0,38,1,0.0000,0.0000
34,0.029700,0,38,1,0.0000,0.0000
35,0.030600,0,38,1,0.0000,0.0000
36,0.031500,0,38,1,0.0000,0.0000
37,0.032400,0,38,1,0.0000,0.0000
38,0.033300,0,38,1,0.0000,0.0000
39,0.034200,0,38,1,0.0000,0.0000
40,0.035100,0,38,1,0.0000,0.0000
41,0.036000,0,38,1,0.0000,0.0000
42,0.036900,0,38,1,0.0000,0.0000
43,0.037800,0,38,1,0.0000,0.0000
44,0.038700,0,38,1,0.0000,0.0000
45,0.039601,0,38,1,0.0000,0.0000
46,0.040501,0,38,1,0.0000,0.0000
47,0.041401,0,38,1,0.0000,0.0000
48,0.042301,0,38,1,0.0000,0.0000
49,0.043201,0,38,1,0.0000,0.0000
50,0.044101,0,38,1,0.0000,0.0000
51,0.045001,0,38,1,0.0000,0.0000
52,0.045901,0,38,1,0.0000,0.0000
53,0.046801,0,38,1,0.0000,0.0000
54,0.047701,0,38,1,0.0000,0.0000
55,0.048601,0,38,1,0.0000,0.0000
56,0.049501,0,38,1,0.0000,0.0000
57,0.050401,0,38,1,0.0000,0.0000
58,0.051301,0,38,1,0.0000,0.0000
59,0.052201,0,38,1,0.0000,0.0000
60,0.053101,0,38,1,0.0000,0.0000
61,0.054001,0,38,1,0.0000,0.0000
62,0.054901,0,38,1,0.0000,0.0000
63,0.055801,0,38,1,0.0000,0.0000
64,0.056701,0,38,1,0.0000,0.0000
65,0.057601,0,38,1,0.0000,0.0000
66,0.058501,0,38,1,0.0000,0.0000
67,0.059401,0,38,1,0.0000,0.0000
68,0.060301,0,38,1,0.0000,0.0000
69,0.061201,0,39,1,0.0000,0.0000
70,0.062101,0,39,1,0.0000,0.0000
71,0.063001,0,39,1,0.0000,0.0000
72,0.063901,0,39,1,0.0000,0.0000
73,0.064801,0,39,1,0.0000,0.0000
74,0.065701,0,39,1,0.0000,0.0000
75,0.066601,0,39,1,0.0000,0.0000
76,0.067501,0,39,1,0.0000,0.0000
77,0.068401,0,39,1,0.0000,0.0000
78,0.069301,0,39,1,0.0000,0.0000
79,0.070201,0,39,1,0.0000,0.0000
80,0.071101,0,39,1,0.0000,0.0000
81,0.072001,0,39,1,0.0000,0.0000
82,0.072901,0,39,1,0.0000,0.0000
83,0.073801,0,39,1,0.0000,0.0000
84,0.074701,0,39,1,0.0000,0.0000
85,0.075601,0,39,1,0.0000,0.0000
86,0.076501,0,39,1,0.0000,0.0000
87,0.077401,0,42,1,0.0000,0.0000
88,0.078301,0,42,1,0.0000,0.0000
89,0.079201,0,42,1,0.0000,0.0000
90,0.080101,0,42,1,0.0000,0.0000
91,0.081001,0,42,1,0.0000,0.0000
92,0.081901,0,42,1,0.0000,0.0000
93,0.082801,0,42,1,0.0000,0.0000
94,0.083701,0,42,1,0.0000,0.0000
95,0.084601,0,42,1,0.0000,0.0000
96,0.085501,0,42,1,0.0000,0.0000
97,0.086401,0,42,1,0.0000,0.0000
98,0.087301,0,42,1,0.0000,0.0000
99,0.088201,0,42,1,0.0000,0.0000
100,0.089101,0,42,1,0.0000,0.0000
101,0.090001,0,42,1,0.0000,0.0000
102,0.090901,0,42,1,0.0000,0.0000
103,0.091801,0,42,1,0.0000,0.0000
104,0.092701,0,42,1,0.0000,0.0000
105,0.093601,0,42,1,0.0000,0.0000
106,0.094501,0,42,1,0.0000,0.0000
107,0.095401,0,42,1,0.0000,0.0000
108,0.096301,0,42,1,0.0000,0.0000
109,0.097201,0,42,1,0.0000,0.0000
110,0.098101,0,42,1,0.0000,0.0000
111,0.099001,0,42,1,0.0000,0.0000
112,0.099901,0,42,1,0.0000,0.0000
113,0.100801,0,42,1,0.0000,0.0000
114,0.101701,0,42,1,0.0000,0.0000
115,0.102601,0,42,1,0.0000,0.0000
116,0.103501,0,42,1,0.0000,0.0000
117,0.104401,0,42,1,0.0000,0.0000
118,0.105301,0,42,1,0.0000,0.0000
119,0.106201,0,42,1,0.0000,0.0000
120,0.107101,0,42,1,0.0000,0.0000
121,0.108001,0,42,1,0.0000,0.0000
122,0.108901,0,42,1,0.0000,0.0000
123,0.109801,0,42,1,0.0000,0.0000
124,0.110701,0,42,1,0.0000,0.0000
125,0.111601,0,42,1,0.0000,0.0000
126,0.112501,0,42,1,0.0000,0.0000
127,0.113401,0,42,1,0.0000,0.0000
128,0.114301,0,42,1,0.0000,0.0000
129,0.115201,0,42,1,0.0000,0.0000
130,0.116101,0,42,1,0.0000,0.0000
131,0.117001,0,42,1,0.0000,0.0000
132,0.117902,0,42,1,0.0000,0.0000
133,0.118802,0,42,1,0.0000,0.0000
134,0.119702,0,42,1,0.0000,0.0000
135,0.120602,0,42,1,0.0000,0.0000
136,0.121502,0,42,1,0.0000,0.0000
137,0.122402,0,42,1,0.0000,0.0000
138,0.123302,0,42,1,0.0000,0.0000
139,0.124202,0,43,1,0.0000,0.0000
140,0.125102,0,43,1,0.0000,0.0000
141,0.126002,0,43,1,0.0000,0.0000
142,0.126902,0,43,1,0.0000,0.0000
143,0.127802,0,43,1,0.0000,0.0000
144,0.128702,0,43,1,0.0000,0.0000
145,0.129602,0,43,1,0.0000,0.0000
146,0.130502,0,43,1,0.0000,0.0000
147,0.131402,0,43,1,0.0000,0.0000
148,0.132302,0,43,1,0.0000,0.0000
149,0.133202,0,43,1,0.0000,0.0000
150,0.134102,0,43,1,0.0000,0.0000
151,0.135002,0,43,1,0.0000,0.0000
152,0.135902,0,43,1,0.0000,0.0000
153,0.136802,0,43,1,0.0000,0.0000
154,0.137702,0,43,1,0.0000,0.0000
155,0.138602,0,43,1,0.0000,0.0000
156,0.139502,0,46,1,0.0000,0.0000
157,0.140402,0,46,1,0.0000,0.0000
158,0.141302,0,46,1,0.0000,0.0000
159,0.142202,0,46,1,0.0000,0.0000
160,0.143102,0,46,1,0.0000,0.0000
161,0.144002,0,46,1,0.0000,0.0000
162,0.144902,0,46,1,0.0000,0.0000
163,0.145802,0,46,1,0.0000,0.0000
164,0.146702,0,46,1,0.0000,0.0000
165,0.147602,0,46,1,0.0000,0.0000
166,0.148502,0,46,1,0.0000,0.0000
167,0.149402,0,46,1,0.0000,0.0000
168,0.150302,0,46,1,0.0000,0.0000
169,0.151202,0,46,1,0.0000,0.0000
170,0.152102,0,46,1,0.0000,0.0000
171,0.153002,0,46,1,0.0000,0.0000
172,0.153902,0,46,1,0.0000,0.0000
173,0.154802,0,46,1,0.0000,0.0000
174,0.155702,0,46,1,0.0000,0.0000
175,0.156602,0,46,1,0.0000,0.0000
176,0.157502,0,46,1,0.0000,0.0000
177,0.158402,0,46,1,0.0000,0.0000
178,0.159302,0,46,1,0.0000,0.0000
179,0.160202,0,46,1,0.0000,0.0000
180,0.161102,0,46,1,0.0000,0.0000
181,0.162002,0,46,1,0.0000,0.0000
182,0.162902,0,46,1,0.0000,0.0000
183,0.163802,0,46,1,0.0000,0.0000
184,0.164702,0,46,1,0.0000,0.0000
185,0.165602,0,46,1,0.0000,0.0000
186,0.166502,0,46,1,0.0000,0.0000
187,0.167401,0,46,1,0.0000,0.0000
188,0.168301,0,46,1,0.0000,0.0000
189,0.169201,0,46,1,0.0000,0.0000
190,0.170101,0,46,1,0.0000,0.0000
191,0.171001,0,46,1,0.0000,0.0000
192,0.171901,0,46,1,0.0000,0.0000
193,0.172802,0,46,1,0.0000,0.0000
194,0.173702,0,46,1,0.0000,0.0000
195,0.174602,0,46,1,0.0000,0.0000
196,0.175502,0,46,1,0.0000,0.0000
197,0.176402,0,46,0,-0.0119,-0.2402
198,0.177301,0,46,0,-0.0119,-0.2402
199,0.178201,0,46,0,-0.0119,-0.2402
200,0.179101,0,46,0,-0.0119,-0.2402
201,0.180001,0,46,0,-0.0119,-0.2402
202,0.180901,0,46,0,-0.0119,-0.2402
203,0.181801,0,46,0,-0.0119,-0.2402
204,0.182701,0,46,0,-0.0119,-0.2402
205,0.183601,0,46,0,-0.0119,-0.2402
206,0.184501,0,46,0,-0.0119,-0.2402
207,0.185401,0,47,0,-0.0119,-0.2402
208,0.186301,0,47,0,-0.0119,-0.2402
209,0.187201,0,47,0,-0.0119,-0.2402
210,0.188101,0,47,0,-0.0119,-0.2402
211,0.189001,0,47,0,-0.0119,-0.2402
212,0.189901,0,47,0,-0.0119,-0.2402
213,0.190801,0,47,0,-0.0119,-0.2402
214,0.191701,0,47,0,-0.0119,-0.2402
215,0.192601,0,47,0,-0.0119,-0.2402
216,0.193501,0,47,0,-0.0119,-0.2402
217,0.194402,0,47,0,-0.0119,-0.2402
218,0.195302,0,47,0,-0.0119,-0.2402
219,0.196202,0,47,0,-0.0119,-0.2402
220,0.197102,0,47,0,-0.0119,-0.2402
221,0.198002,0,47,0,-0.0119,-0.2402
222,0.198902,0,47,0,-0.0119,-0.2402
223,0.199802,0,47,0,-0.0119,-0.2402
224,0.200702,0,47,0,-0.0119,-0.2402
225,0.201602,0,50,0,-0.0119,-0.2402
226,0.202502,0,50,0,-0.0119,-0.2402
227,0.203402,0,50,0,-0.0119,-0.2402
228,0.204302,0,50,0,-0.0119,-0.2402
229,0.205202,0,50,0,-0.0119,-0.2402
230,0.206102,0,50,0,-0.0119,-0.2402
231,0.207002,0,50,0,-0.0119,-0.2402
232,0.207902,0,50,0,-0.0119,-0.2402
233,0.208802,0,50,0,-0.0119,-0.2402
234,0.209702,0,50,0,-0.0119,-0.2402
235,0.210602,0,50,0,-0.0119,-0.2402
236,0.211502,0,50,0,-0.0119,-0.2402
237,0.212402,0,50,0,-0.0119,-0.2402
238,0.213302,0,50,0,-0.0119,-0.2402
239,0.214202,0,50,0,-0.0119,-0.2402
240,0.215102,0,50,0,-0.0119,-0.2402
241,0.216002,0,50,0,-0.0119,-0.2402
242,0.216902,0,50,0,-0.0119,-0.2402
243,0.217802,0,50,0,-0.0119,-0.2402
244,0.218702,0,50,0,-0.0119,-0.2402
245,0.219602,0,50,0,-0.0119,-0.2402
246,0.220502,0,50,0,-0.0119,-0.2402
247,0.221402,0,50,0,-0.0119,-0.2402
248,0.222302,0,50,0,-0.0119,-0.2402
249,0.223202,0,50,0,-0.0119,-0.2402
250,0.224102,0,50,0,-0.0119,-0.2402
251,0.225002,0,50,0,-0.0119,-0.2402
252,0.225902,0,50,0,-0.0119,0.0000
253,0.226802,0,50,0,-0.0119,0.0000
254,0.227702,0,50,0,-0.0119,0.0000
255,0.228602,0,50,0,-0.0119,0.0000
256,0.229502,0,50,0,-0.0119,0.0000
257,0.230402,0,50,0,-0.0119,0.0000
258,0.231302,0,50,0,-0.0119,0.0000
259,0.232202,0,50,0,-0.0119,0.0000
260,0.233102,0,50,0,-0.0119,0.0000
261,0.234002,0,50,0,-0.0119,0.0000
262,0.234902,0,50,0,-0.0119,0.0000
263,0.235802,0,50,0,-0.0119,0.0000
264,0.236702,0,50,0,-0.0119,0.0000
265,0.237602,0,50,0,-0.0119,0.0000
266,0.238502,0,50,0,-0.0119,0.0000
267,0.239402,0,50,0,-0.0119,0.0000
268,0.240302,0,50,0,-0.0119,0.0000
269,0.241202,0,50,0,-0.0119,0.0000
270,0.242102,0,50,0,-0.0119,0.0000
271,0.243002,0,50,0,-0.0119,0.0000
272,0.243902,0,50,0,-0.0119,0.0000
273,0.244802,0,50,0,-0.0119,0.0000
274,0.245702,0,50,0,-0.0119,0.0000
275,0.246602,0,50,0,-0.0119,0.0000
276,0.247502,0,50,0,-0.0119,0.0000
277,0.248402,0,50,0,-0.0119,0.0000
278,0.249302,0,50,0,-0.0119,0.0000
279,0.250202,0,51,0,-0.0119,0.0000
280,0.251102,0,51,0,-0.0119,0.0000
281,0.252002,0,51,0,-0.0119,0.0000
282,0.252902,0,51,0,-0.0119,0.0000
283,0.253802,0,51,0,-0.0119,0.0000
284,0.254702,0,51,0,-0.0119,0.0000
285,0.255602,0,51,0,-0.0119,0.0000
286,0.256502,0,51,0,-0.0119,0.0000
287,0.257402,0,51,0,-0.0119,0.0000
288,0.258302,0,51,0,-0.0119,0.0000
289,0.259202,0,51,0,-0.0119,0.0000
290,0.260102,0,51,0,-0.0119,0.0000
291,0.261002,0,51,0,-0.0119,0.0000
292,0.261902,0,51,0,-0.0119,0.0000
293,0.262802,0,51,0,-0.0119,0.0000
294,0.263702,0,51,0,-0.0119,0.0000
295,0.264602,0,53,0,-0.0119,0.0000
296,0.265502,0,53,0,-0.0119,0.0000
297,0.266402,0,53,0,-0.0119,0.0000
298,0.267302,0,53,0,-0.0119,0.0000
299,0.268202,0,53,0,-0.0119,0.0000
300,0.269102,0,53,0,-0.0119,0.0000
301,0.270002,0,53,0,-0.0119,0.0000
302,0.270902,0,53,0,-0.0119,0.0000
303,0.271802,0,53,0,-0.0119,0.0000
304,0.272703,0,53,0,-0.0119,0.0000
305,0.273603,0,53,0,-0.0119,0.0000
306,0.274503,0,53,0,-0.0119,0.0000
307,0.275403,0,53,0,-0.0119,0.0000
308,0.276303,0,53,0,-0.0119,0.0000
309,0.277203,0,53,0,-0.0119,0.0000
310,0.278103,0,53,0,-0.0119,0.0000
311,0.279003,0,53,0,-0.0119,0.0000
312,0.279903,0,53,0,-0.0119,0.0000
313,0.280803,0,53,0,-0.0119,0.0000
314,0.281703,0,53,0,-0.0119,0.0000
315,0.282603,0,53,0,-0.0119,0.0000
316,0.283503,0,53,0,-0.0119,0.0000
317,0.284403,0,53,0,-0.0119,0.0000
318,0.285303,0,53,0,-0.0119,0.0000
319,0.286203,0,53,0,-0.0119,0.0000
320,0.287103,0,53,0,-0.0119,0.0000
321,0.288003,0,53,0,-0.0119,0.0000
322,0.288903,0,53,0,-0.0119,0.0000
323,0.289803,0,53,0,-0.0119,0.0000
324,0.290703,0,53,0,-0.0119,0.0000
325,0.291603,0,53,0,-0.0119,0.0000
326,0.292503,0,53,0,-0.0119,0.0000
327,0.293403,0,53,0,-0.0119,0.0000
328,0.294303,0,53,0,-0.0119,0.0000
329,0.295203,0,53,0,-0.0119,0.0000
330,0.296103,0,53,0,-0.0119,0.0000
331,0.297003,0,53,0,-0.0119,0.0000
332,0.297903,0,53,0,-0.0119,0.0000
333,0.298803,0,53,0,-0.0119,0.0000
334,0.299703,0,53,0,-0.0119,0.0000
335,0.300603,0,53,0,-0.0119,0.0000
336,0.301503,0,53,0,-0.0119,0.0000
337,0.302403,0,53,0,-0.0119,0.0000
338,0.303303,0,53,0,-0.0119,0.0000
339,0.304203,0,53,0,-0.0119,0.0000
340,0.305103,0,53,0,-0.0119,0.0000
341,0.306003,0,53,0,-0.0119,0.0000
342,0.306903,0,53,0,-0.0119,0.0000
343,0.307803,0,53,0,-0.0119,0.0000
344,0.308703,0,53,0,-0.0119,0.0000
