Frame_ID,Time_s,Arduino_State,Camera_Frame,Raw_Ticks_Signed,Zeroed_Dist_cm,Smoothed_Vel_cm_s
1,0.000000,0,73,-3,0.0000,0.0000
2,0.000810,0,74,-3,0.0000,0.0000
3,0.001620,0,74,-3,0.0000,0.0000
4,0.002430,0,74,-3,0.0000,0.0000
5,0.003240,0,74,-3,0.0000,0.0000
6,0.004050,0,74,-3,0.0000,0.0000
7,0.004860,0,74,-3,0.0000,0.0000
8,0.005670,0,74,-3,0.0000,0.0000
9,0.006480,0,74,-3,0.0000,0.0000
10,0.007290,0,74,-3,0.0000,0.0000
11,0.008100,0,74,-3,0.0000,0.0000
12,0.008910,0,74,-3,0.0000,0.0000
13,0.009720,0,74,-3,0.0000,0.0000
14,0.010530,0,74,-3,0.0000,0.0000
15,0.011340,0,74,-3,0.0000,0.0000
16,0.012150,0,74,-3,0.0000,0.0000
17,0.012960,0,74,-3,0.0000,0.0000
18,0.013770,0,74,-3,0.0000,0.0000
19,0.014580,0,74,-3,0.0000,0.0000
20,0.015390,0,76,-3,0.0000,0.0000
21,0.016200,0,76,-3,0.0000,0.0000
22,0.017010,0,76,-3,0.0000,0.0000
23,0.017820,0,76,-3,0.0000,0.0000
24,0.018630,0,76,-3,0.0000,0.0000
25,0.019440,0,76,-3,0.0000,0.0000
26,0.020250,0,76,-3,0.0000,0.0000
27,0.021060,0,76,-3,0.0000,0.0000
28,0.021870,0,76,-3,0.0000,0.0000
29,0.022680,0,76,-3,0.0000,0.0000
30,0.023489,0,76,-3,0.0000,0.0000
31,0.024299,0,76,-3,0.0000,0.0000
32,0.025109,0,76,-3,0.0000,0.0000
33,0.025920,0,76,-3,0.0000,0.0000
34,0.026730,0,76,-3,0.0000,0.0000
35,0.027539,0,76,-3,0.0000,0.0000
36,0.028349,0,76,-3,0.0000,0.0000
37,0.029159,0,76,-3,0.0000,0.0000
38,0.029969,0,76,-3,0.0000,0.0000
39,0.030779,0,76,-3,0.0000,0.0000
